UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,clean_text
2705,47657,,14-03-2020,"Anybody whos never been shopping on Black Friday but has always been curious about what its like need only visit their local grocery store or Walmart today for the full experience. Pretty much the same chaos.

#coronapocalypse #Coronavirus #coronapanic #panicbuying #COVID?19",Extremely Positive,Anybody whos never shopping Black Friday always curious like need visit local grocery store Walmart today full experience Pretty much chaos 19
2706,47658,"Victoria, London",14-03-2020,"5m self-employed workers ""could be forced into debt or having to work while ill"", report @MariannaHunt5 and @Jessica__Beard https://t.co/mpXh6kDKmT
#coronavirus #Covid_19UK",Extremely Negative,5m selfemployed workers could forced debt work ill report
2707,47659,"Illinois, USA",14-03-2020,"@WhiteHouse @realDonaldTrump @POTUS what are doing to put food and supplies back in grocery stores? Oh right..... the stock market, oil companies, airlines and resorts are your first priority right #WorstPresidentInHistory #coronavirus",Neutral,put food supplies back grocery stores Oh right stock market oil companies airlines resorts first priority right
2708,47660,"Minnislama, USA",14-03-2020,"@silverado1954 Only time will tell. I suspect that Covid-19 will infect &amp; kill less than the experts are projecting. That said, we cant be sure of that yet, and, hoax or not, it has already taken a toll on our stock market, food  and other s",Extremely Negative,time tell suspect Covid19 infect amp kill less experts projecting said cant sure yet hoax already taken toll stock market food
2709,47661,In the woods planting trees,14-03-2020,"I guess this is happening?
At least cat food and litter box substrate are still in stock.
#coronavirus https://t.co/jNSNsydv9t",Neutral,guess happening least cat food litter box substrate still stock
2710,47662,USA,14-03-2020,We are here in Texas. Prepared!  Schools are shut down for couple weeks. Food stock is good.  What do we do?  BBQ-Beer-Beans.   Clean our ammo room.  Oil the guns.  Get ready for zombies ???? (Democrats) when we protect our personal property.  #ChinaVirus #WuFlu #coronavirus,Extremely Positive,Texas Prepared Schools shut couple weeks Food stock good BBQBeerBeans Clean ammo room Oil guns Get ready zombies Democrats protect personal property
2711,47663,Glasgow,14-03-2020,"Shoppers are stockpiling food over Covid-19 fears
https://t.co/ADBHQ52l3N",Negative,Shoppers stockpiling food Covid19 fears
2712,47664,,14-03-2020,"Strange how all the movies and books told us when the end comes we need to stock up on food, water and ammo but then everyone runs out a grabs all the toilet paper. #coronavirus #CoronaVirusCanada https://t.co/qpqDvMjNMm",Negative,Strange movies books told us end comes need stock food water ammo everyone runs grabs toilet paper
2713,47665,Middle America,14-03-2020,Day number 4. A few minutes late. Sorry @mister_exit36 grocery store is empty but I have my #corona #Covid_19. A corona a day keeps the virus away. https://t.co/VHmE9aZk3k https://t.co/lH4u2bizH9,Negative,Day number 4 minutes late Sorry grocery store empty corona day keeps virus away
2714,47666,Middle America,14-03-2020,Ok to my small group of followers. What time should I have my day 4 corona. Earliest is 830 AM EST. Any time after that will be granted. #Covid_19 https://t.co/DJHH154XdZ,Positive,Ok small group followers time day 4 corona Earliest 830 EST time granted
2715,47667,"Sanger,CA",14-03-2020,"Apple will be closing all of its retail stores outside of Greater China until March 27, including Apple Store Fashion Fair.https://t.co/r78fJCQyVk",Positive,Apple closing retail stores outside Greater China March 27 including Apple Store Fashion Fair
2716,47668,South Western Ontario,14-03-2020,"#CoronaVirusUpdates Royal @CanadianMint Closes Boutiques in Ottawa and Winnipeg- How long until all retail stores follow lead?
""Decision taken in line with guidance from the Government of Canada on reducing the risk of transmitting #COVID-19""
https://t.co/l53DYbOSdE",Negative,Royal Closes Boutiques Ottawa Winnipeg long retail stores follow lead Decision taken line guidance Government Canada reducing risk transmitting 19
2717,47669,UK,14-03-2020,We've seen how a crisis can often bring out the best in ppl  &amp; wed like to encourage everyone to carry on donating to #foodbanks. Why not check with your local food bank to see which items are most needed? To everyone who has already donated - thank you &gt; https://t.co/uSoVJJGGqa,Extremely Positive,Weve seen crisis often bring best ppl amp wed like encourage everyone carry donating check local food bank see items needed everyone already donated thank gt
2718,47670,Erth,14-03-2020,Stock prices increase after #TrumpPressConference declaring a #StateOfEmergency. President's actions helped to boost market confidence after a devastating week of losses. #Covid_19 #CoronaOutbreak #lockdown #CoronavirusUSA #WuhanVirus #coronapocalypse,Positive,Stock prices increase declaring Presidents actions helped boost market confidence devastating week losses
2719,47671,"Wexford, Ireland",14-03-2020,"Keep away from crowds they said, but what people heard was lets go to the shops and stock pile the cupboards so that the production line on food is struggling  to keep up with needs...in crowds! Common sense isnt so common! #CoronavirusPandemic #QuarantineAndChill #Covid_19",Negative,Keep away crowds said people heard lets go shops stock pile cupboards production line food struggling keep needsin crowds Common sense isnt common
2720,47672,,14-03-2020,Which group of people has the most to gain from the panic caused by COVID-19? Are these the same people who need to win an election this fall? The same people that control the media? Food for thought. https://t.co/nD4aRHYsiN,Extremely Positive,group people gain panic caused COVID19 people need win election fall people control media Food thought
2721,47673,,14-03-2020,"PICK UP A HAMMER AND NAIL THIS COFFIN SHUT!

Me after surviving the grocery store lineups. 
#Covid_19",Positive,PICK HAMMER NAIL COFFIN SHUT surviving grocery store lineups
2722,47674,,14-03-2020,"Being An Athlete During Covid-19 Is Horrible. Cant Go To The Boxing Club Or Gym, Fights Are Being Cancelled. Diet Is Fucked Cause You Cant Get Your Hands On Decent Food From Everyone Panic Buying Everything. If Your Put In Lockdown Your Run Will Be Your 3 Metre Backyard. ??",Extremely Negative,Athlete Covid19 Horrible Cant Go Boxing Club Gym Fights Cancelled Diet Fucked Cause Cant Get Hands Decent Food Everyone Panic Buying Everything Put Lockdown Run 3 Metre Backyard
2723,47675,"Washington, DC",14-03-2020,"Empty supermarket shelf pics are ridiculous... and just show that hoarding is a symptom of COVID-19 paranoia. 

Supply chains haven't been shut down in America... things will be restocked just like normal.",Negative,Empty supermarket shelf pics ridiculous show hoarding symptom COVID19 paranoia Supply chains havent shut America things restocked like normal
2724,47676,"Langley, British Columbia",14-03-2020,"If you see an ad for Toilet paper or related items at outrageous prices on Facebook Marketplace, Craigslist, Amazon, or other social media site  flag it and report it.  They cant sell it if nobody can see the ads... #coronapocalypse #ToiletPaperPanic #geteven #Covid_19",Negative,see ad Toilet paper related items outrageous prices Facebook Marketplace Craigslist Amazon social media site flag report cant sell nobody see ads
2725,47677,"Victoria, B.C., Canada",14-03-2020,"Social distancing will boost online shopping, expert says https://t.co/wDgzzaiK26",Positive,Social distancing boost online shopping expert says
2726,47678,New York,14-03-2020,"I've got my toilet paper on, now try to get me you Corona Virus you! 
#coronapocalypse #CoronaVirusUpdates #coronavirus #CoronaOutbreak #panic #panicbuying #toiletpaper #ToiletPaperApocalypse https://t.co/2FdkmR6tSv",Neutral,Ive got toilet paper try get Corona Virus
2727,47679,"Washington, D.C.",14-03-2020,"March 14th, 2020

#coronavirus fears take hold in the Capitol. I went grocery shopping an hour after the store by me opened and it already looked very picked over.

Very little meat
No onions or potatoes
No toilet paper
Almost all bread gone

#TodayInWashington https://t.co/TQIGtVhj2k",Extremely Negative,March 14th 2020 fears take hold Capitol went grocery shopping hour store opened already looked picked little meat onions potatoes toilet paper Almost bread gone
2728,47680,"Havertown, PA, USA",14-03-2020,Reality check: COVID-19 has made customer service workers remarkably like first responders. Cashiers at supermarkets. Airline counter agents. Hotel and restaurant staff. Retail store employees. Bank clerks. The list goes on. 1/,Positive,Reality check COVID19 made customer service workers remarkably like first responders Cashiers supermarkets Airline counter agents Hotel restaurant staff Retail store employees Bank clerks list goes 1
2729,47681,NY,14-03-2020,"@CityHarvest is doing incredible things for the five boroughs but this is nothing new, they work tirelessly all year long to help serve the food insecure and thousands rely on them each month for free, fresh produce and meals. They expect demand to increa",Extremely Positive,incredible things five boroughs nothing new work tirelessly year long help serve food insecure thousands rely month free fresh produce meals expect demand increa
2730,47682,"Akron, OH",14-03-2020,"Shoutout to the old women at the grocery store today who, in the middle of all the doomsday shoppers, was just buying 15 bottles of wine. #QuarantineAndChill #CoronavirusPandemic #Covid_19 https://t.co/wWRj8x45Hd",Negative,Shoutout old women grocery store today middle doomsday shoppers buying 15 bottles wine
2731,47683,"Melbourne, Australia",14-03-2020,"Went to the supermarket this morning for the regular weekly shop. It's official, i'm done with people and society! #panickbuying #Covid_19 #coronavirus",Neutral,Went supermarket morning regular weekly shop official im done people society
2732,47684,,14-03-2020,"Secret Documents Reveal #Coronavirus Could be ""Category 5,"" Intel Personnel Stock 3 Month of Food https://t.co/v9mMsaKYP3 via @Timcast",Neutral,Secret Documents Reveal Could Category 5 Intel Personnel Stock 3 Month Food via
2733,47685,Canberra,14-03-2020,"#Coronavirus #preparation: What to #stock-up on

https://t.co/beYhZ451xH",Neutral,
2734,47686,Kuala Lumpur Federal Territory,14-03-2020,"The thing that scares me about the Covid-19 is:

 people panic and start hoarding shit. Limiting others to food,medicine,safety. 

 people losing jobs. And they cant afford to pay their rent,mortgages,loans. 

 we start behaving like animals. 

The death? We all will die.",Extremely Negative,thing scares Covid19 people panic start hoarding shit Limiting others foodmedicinesafety people losing jobs cant afford pay rentmortgagesloans start behaving like animals death die
2735,47687,"Kansas, USA",14-03-2020,"With the #Covid_19 doom. Are AR-15 prices going down? If y'all see deals, LMK.",Negative,doom AR15 prices going yall see deals LMK
2736,47688,"Chandigarh, India",14-03-2020,"When you shake hand with someone who is sneezing, coughing &amp; hand sanitizers are out of stock - 

#CoronaVirus https://t.co/OMbFSJO4l7",Extremely Positive,shake hand someone sneezing coughing amp hand sanitizers stock
2737,47689,4-1428 Speers Rd Oakville ON,14-03-2020,"?  Our retail store is closed until March 30.  Our online store is open 24/7 at https://t.co/sDTM2pwa7j, with free delivery in our service area.  Our office and service department hours remain unchanged.

Stay healthy out there!

 #HealthAndSafety #COVID-19 #UltimatePoolService",Extremely Positive,retail store closed March 30 online store open 247 free delivery service area office service department hours remain unchanged Stay healthy 19
2738,47690,"Highland Park, TX",14-03-2020,"PSA- Just wanted to remind everyone that have pets, don't forget to stock up on pet food as you will probably not want to go to the store and be possibly exposed. Also, wouldn't hurt to buy some new toothbrushes. #coronavirus #COVID?19 #COVID19 #CoronaOutbreak",Extremely Negative,PSA wanted remind everyone pets dont forget stock pet food probably want go store possibly exposed Also wouldnt hurt buy new toothbrushes 19
2739,47691,UK,14-03-2020,"#Coronavirus (COVID-19). Looking at the malls basic requirements such as milk, butter, anti bacterial soap, paracetamols, calpol, baby nappies, lot of food products rice, flour etc is out of stock. For Some this as business opportunity to increase the price of the goods!",Positive,COVID19 Looking malls basic requirements milk butter anti bacterial soap paracetamols calpol baby nappies lot food products rice flour etc stock business opportunity increase price goods
2740,47692,,14-03-2020,Is it only my area that's running out of food with people panic buying? #Covid_19,Negative,area thats running food people panic buying
2741,47693,,14-03-2020,"COVID-19: Your government will save ITSELF not YOU. 
Stock up on Food &amp; Water before every city in the world in put under quarantine.
https://t.co/OeuAls62Fu
coronavirus bitcoin blockchain bch bnb binance eos ada xrp xlm trx digibyte dgb monero litecoin ethereum coder coding bts https://t.co/3yp1PLwwMs",Positive,COVID19 government save Stock Food amp Water every city world put quarantine coronavirus bitcoin blockchain bch bnb binance eos ada xrp xlm trx digibyte dgb monero litecoin ethereum coder coding bts
2742,47694,,14-03-2020,"With flight prices so low, is it cheaper and faster to fly to another country that is more responsible about testing, even if you only make it to an airport and turn back around? With proper precautions, of course ?#Covid_19 #covid19 #coronavirus #trumpisafuckingidiot #maga",Neutral,flight prices low cheaper faster fly another country responsible testing even make airport turn back around proper precautions course
2743,47695,,14-03-2020,"While you're all busy with #COVID2019 and the media buzz around it, anyone care to notice that oil prices are decreasing internationally but rising by Rs. 2 - 3/litre everyday only in India? 
#OilPrices #InternationalMarkets",Positive,youre busy media buzz around anyone care notice oil prices decreasing internationally rising Rs 2 3litre everyday India
2744,47696,"Greensboro, North Carolina",14-03-2020,"HEALTHY HABITS | Wash your hands after coughing or sneezing 
#FactsNotFear #Coronavirus https://t.co/mStThcHeu9 https://t.co/OmYDvBa1FJ",Positive,HEALTHY HABITS Wash hands coughing sneezing
2745,47697,"Amsterdam, The Netherlands",14-03-2020,"Something I'm not seeing run out in supermarkets is pet supplies. Obviously don't panic buy, but please everyone think of your pets food, litter, etc if you get sick and can't get out for 14 days #Covid_19",Negative,Something Im seeing run supermarkets pet supplies Obviously dont panic buy please everyone think pets food litter etc get sick cant get 14 days
2746,47698,90069,14-03-2020,"Where will the first #coronavirus shoot out take place, the grocery store or the hospital? #losAngeles #WeHo #CulverCity https://t.co/abttTY0Zte",Negative,first shoot take place grocery store hospital
2747,47699,"Valencia, CA",14-03-2020,"Third Street Promenade Apple Store Employee Tests Positive For COVID-19, Company Shutters Stores Globally https://t.co/1oBCnY4TOg",Positive,Third Street Promenade Apple Store Employee Tests Positive COVID19 Company Shutters Stores Globally
2748,47700,"Los Angeles, CA",14-03-2020,Hey La Croix the people have spoken and wed all rather die of thirst than drink coconut flavor https://t.co/DS59z8kokd,Negative,Hey La Croix people spoken wed rather die thirst drink coconut flavor
2749,47701,"Los Angeles, CA",14-03-2020,Hey @JCROX88 saw this. Thought of you. ? https://t.co/1KqzgxPPnX,Neutral,Hey saw Thought
2750,47702,,14-03-2020,"To the dickheads stock piling at home, where do you think all of us are going to get our food from if the supermarkets are empty? You better have some good home security... #Covid_19 #coronavirus #COVID19Aus",Extremely Positive,dickheads stock piling home think us going get food supermarkets empty better good home security
2751,47703,7 Continents ,14-03-2020,"Worried about #SmallBusiness? Excellent tip from physicist Scott Paulson: ""Buy online gift cards from your favorite places. They get a little $$ to keep things going, you get a shopping/dining spree/haircut in a month or two!""   #BuyLocal #coronavirus #SmallBusinessSaturday",Extremely Positive,Worried Excellent tip physicist Scott Paulson Buy online gift cards favorite places get little keep things going get shoppingdining spreehaircut month two
2752,47704,"Kuwait, Sri Lanka",14-03-2020,"@Cokroach I noticed this last night in @LuLuHyperKW, Kuwait. Supermarket assigned their cleaning staff to sanitize the shopping trolleys before its taken by the shoppers. #Covid_19",Neutral,noticed last night Kuwait Supermarket assigned cleaning staff sanitize shopping trolleys taken shoppers
2753,47705,"Oakland, CA",14-03-2020,"This weekend take a moment and #thank your #delivery drivers, #supermarket employees, #hospital workers &amp; #pharmacy staff. Theyre #stressed out but went to work to #serve you. #AllInThisTogether #Covid_19 #COVID19 @FlyingWithSara @maddow @TheLastWord @fred_guttenberg @tribelaw",Neutral,weekend take moment drivers employees workers amp staff Theyre went work
2754,47706,Toronto,14-03-2020,Did The people of #Kashmir stock food for 7 months? Had #Syrians have the opportunities to at least stay home safe in lockdowns for 8 years? Forget about Palestinians. #Coronavirus is probably making a point to look at the lives of those oppressed. https://t.co/WEytk7fXLR,Positive,people stock food 7 months opportunities least stay home safe lockdowns 8 years Forget Palestinians probably making point look lives oppressed
2755,47707,"Cincinnati, OH",14-03-2020,"Let me be clear, I did not stock up on food this week because I think were going to be quarantined because of the #coronavirus, I did it because I am 7 pounds under my weight class and working from home next week.",Positive,Let clear stock food week think going quarantined 7 pounds weight class working home next week
2756,47708,"Los Angeles, CA",14-03-2020,after experiencing my neighborhood grocery store this afternoon i would like to say that i did not surivive katrina for this shit. im invoking my native new orleanian spirit and saying that were gonna ride this bitch out. stay strong yall. #Covid_19 #Coronavirus #WashYourHands https://t.co/Lx7OMTWFXG,Negative,experiencing neighborhood grocery store afternoon would like say surivive katrina shit im invoking native new orleanian spirit saying gon na ride bitch stay strong yall
2757,47709,CANADA,14-03-2020,"Skills that will be in high demand due to #COVID19:
-Call centre/online info clerks
-food delivery drivers
-cleaning staff
-laundry workers
-frontline coordinators
Those losing hours in hospitality/events management should prepare to change/adapt to the new demand. #coronavirus",Negative,Skills high demand due Call centreonline info clerks food delivery drivers cleaning staff laundry workers frontline coordinators losing hours hospitalityevents management prepare changeadapt new demand
2758,47710,Zentralschweiz,14-03-2020,Dryfood for 6 weeks ?on stock. Out there on the field tonns??? of mices. I dont care about food. Human has to plant next week patatoes for his food. Garden pawtrol??? is always a lot to do. #coronavirus #CatsOfTwitter #Caturday ?? https://t.co/RisqYv4rx1,Negative,Dryfood 6 weeks stock field tonns mices dont care food Human plant next week patatoes food Garden pawtrol always lot
2759,47711,Apse Heath,14-03-2020,"people moaning online that they've got no toilet roll left in the shops because they were too fkin lazy to get off their arses &amp; go shopping, little hint to those, when there is a panic get in the que quickly and stop bleating #notoiletroll #coronapocalypse #coronavirus",Extremely Negative,people moaning online theyve got toilet roll left shops fkin lazy get arses amp go shopping little hint panic get que quickly stop bleating
2760,47712,,14-03-2020,"got to know that food/paper product companies are(secretly)very happy with covid-19 panic buying,boardrooms trying to hide their smiles.",Positive,got know foodpaper product companies aresecretlyvery happy covid19 panic buyingboardrooms trying hide smiles
2761,47713,,14-03-2020,"if you can't find stuff you need at target or your regular grocery store, many local Asian markets, Hispanic markets, and specialty stores still have many supplies (yes, TP!), yummy snacks, and they could use the business during these uncertain times! #coronavirus",Positive,cant find stuff need target regular grocery store many local Asian markets Hispanic markets specialty stores still many supplies yes TP yummy snacks could use business uncertain times
2762,47714,,14-03-2020,Quarantine measures imposed by states the world over in the wake of the COVID-19 pandemic have led to a surge in screen time use and online shopping among the masses. https://t.co/nlRZMWLu1s https://t.co/4UQ7Iecozo,Negative,Quarantine measures imposed states world wake COVID19 pandemic led surge screen time use online shopping among masses
2763,47715,s/h || ggs + and like 2 bgs,14-03-2020,"MY GROCERY STORE IS OUT OF TOILET PAPER AND PEOPLE AT WALMART ARE FIGHTING OVER IT LIKE A BITCH PUNCHED A BITCH OVER WALMART BRAND ONE ROLL

#Covid_19",Extremely Negative,GROCERY STORE TOILET PAPER PEOPLE WALMART FIGHTING LIKE BITCH PUNCHED BITCH WALMART BRAND ONE ROLL
2764,47716,Scotland,14-03-2020,"Check up on people that rely on online shopping deliveries, they might be stuck without items they need! No toilet roll in my delivery this morning, my brother went round some shops &amp; found me some! It's madness!! #coronaUK #coronavirus #ToiletPaperPanic #toiletpapercrisis",Extremely Negative,Check people rely online shopping deliveries might stuck without items need toilet roll delivery morning brother went round shops amp found madness
2765,47717,Worldwide,14-03-2020,are people in Italy waiting to shop at a supermarket or attend a @billieeilish concert? #coronavirus #CoronaVirusUpdates #COVID?19 #Covid_19 #covid19 https://t.co/4fAcKdc5a4,Neutral,people Italy waiting shop supermarket attend concert 19
2766,47718,,14-03-2020,Im gonna need grocery stores to start putting limits on how many packs of toilet paper people can buy fr. If you can do it for sale items u can do it for crisis items (tp is not a crisis item) And remember jacking up prices makes you a jack ass. #Covid_19 #COVID2019 #COVID,Extremely Negative,Im gon na need grocery stores start putting limits many packs toilet paper people buy fr sale items u crisis items tp crisis item remember jacking prices makes jack ass
2767,47719,,14-03-2020,"Kyle:
- drives F-150
- called COVID-19 a hoax
- panic shopped
- bought toilet paper, hand sanitizer, water and no food
- still goes to crowded bars Saturday",Negative,Kyle drives F150 called COVID19 hoax panic shopped bought toilet paper hand sanitizer water food still goes crowded bars Saturday
2768,47720,,14-03-2020,"This virus just damaging my bank account the most, all this sitting at home has me online shopping out of boredom, better home my amazon guy is washing his hands or im gonna have a 50pcs box of kitkats, a ballgown ill never wear and COVID:19",Negative,virus damaging bank account sitting home online shopping boredom better home amazon guy washing hands im gon na 50pcs box kitkats ballgown ill never wear COVID19
2769,47721,,14-03-2020,"A small rant for the people who have gone and wiped out the shelves at the grocery stores:
You have entirely screwed over the people who dont have the financial means or space to store extra supplies.
Way to go. ??
#coronavirus #COVID19 #COVID?19 #Chillout",Extremely Negative,small rant people gone wiped shelves grocery stores entirely screwed people dont financial means space store extra supplies Way go 19
2770,47722,"Nairobi, Kenya",14-03-2020,"@EPRA_Ke thinks that it has relieved Kenyans by lowering fuel prices by only 2 bob yet for now fuel prices has gone down to upto $30  per barrel of crude oil. Okay lets wait for next month and see if it will go down further #covid19kenya
#coronaInkenya",Negative,thinks relieved Kenyans lowering fuel prices 2 bob yet fuel prices gone upto 30 per barrel crude oil Okay lets wait next month see go
2771,47723,"NY, NY",14-03-2020,"https://t.co/7lRxM8tKUj Apple has closed all non-china stores. Apple is the thought-leader in the world of retail. How soon until the #2 thought leader, Starbucks, does the same? #AppleStores #Starbucks #COVID?19 #COVID19 #COVID2019 #Covid_19 #COVID #StayHome #SocialDistancing",Neutral,Apple closed nonchina stores Apple thoughtleader world retail soon thought leader Starbucks 19
2772,47724,,14-03-2020,"coronavirus be like the end of the world? Especially at the grocery store omy?
#TwitterOfTime #COVID2019 #KeepSafeEveryone #pleaselike",Positive,coronavirus like end world Especially grocery store omy
2773,47725,,14-03-2020,"@sainsburys ordered standard food shop today, including just one pack of nappies and one box for formula (no stock piling just what we need for the week) neither arrived. I have an ill toddler (no Covid -19) at home, cant get to the shop and now cant ",Extremely Negative,ordered standard food shop today including one pack nappies one box formula stock piling need week neither arrived ill toddler Covid 19 home cant get shop cant
2774,47726,World Citizen ,14-03-2020,"@LizMalafronte @MissSashaMorton @MoiraEwesfulone @DrAdrianHeald Im impressed you found any loo roll to give! ?? literally two 4-packs in my local supermarket, and its a big store. I just dont gettit. #Covid_19 is respiratory not bowel related... biz",Positive,Im impressed found loo roll give literally two 4packs local supermarket big store dont gettit respiratory bowel related biz
2775,47727,"Niagara Falls, Ontario",14-03-2020,When you work in a grocery store and dont wanna go into work tomorrow because of the coronavirus ? #Covid_19 #CoronaVirusCanada,Neutral,work grocery store dont wan na go work tomorrow coronavirus
2776,47728,Hyrule,14-03-2020,I wonder how much online shopping has increased since COVID-19,Positive,wonder much online shopping increased since COVID19
2777,47729,,14-03-2020,"For everyone thinking of going shopping this weekend, them shoes can wait, that top can be bought online, please if youre feeling under the weather dont go shopping at big centres because thats how its spreads and puts lives at risks #COVID?19 #StayHome #coronavirus",Positive,everyone thinking going shopping weekend shoes wait top bought online please youre feeling weather dont go shopping big centres thats spreads puts lives risks 19
2778,47730,"London, England",14-03-2020,Its so heartbreaking to see this and people struggle. Praying for a better  world. Managed to get most of the stuff for now. Praying for the future. Online shopping for now. Safest way!!!! #coronaUK #COVID19 #CoronaVirusUpdates #coronavirus #Covid19Kindness #tesco https://t.co/thCEOech3y,Extremely Positive,heartbreaking see people struggle Praying better world Managed get stuff Praying future Online shopping Safest way
2779,47731,"London, Surrey, Sussex, Hants",14-03-2020,Im starting to wonder why did I not stock pile..... if I do need food Ill tweet and you can help me. Thanks ?#coronavirus #KeepTheFaith https://t.co/Jl06VBP1dr,Extremely Positive,Im starting wonder stock pile need food Ill tweet help Thanks
2780,47732,"Virginia, USA",14-03-2020,"Now would be a good time for people to tweet their merch. Online shopping because we are bored.

#coronavirus",Positive,would good time people tweet merch Online shopping bored
2781,47733,"Hayward, CA",14-03-2020,"These posts that I keep seeing from yall regarding COVID-19 dismissing people are trash af. Yes, the overbuying of products (tp, sanitizer, food, even shit that they probs wont use, etc.) is frustrating but let people experience their panic. Its valid.",Extremely Negative,posts keep seeing yall regarding COVID19 dismissing people trash af Yes overbuying products tp sanitizer food even shit probs wont use etc frustrating let people experience panic valid
2782,47734,?A,14-03-2020,"today I am venturing out into the abyss to stock up on food and litter for my girls ?? dont forget to prep for your furry ones needs as well! 

#COVID?19 #panicbuyers #coronavirus #pets",Positive,today venturing abyss stock food litter girls dont forget prep furry ones needs well 19
2783,47735,,14-03-2020,"Half our grocery order, of the most obscure things, is all listed as not in stock so I guess I have to brave the crowds. 
STOP BUYING ALL THE FOOD! Some of us just want our food that fits in our dietary constraints and cant afford to stockpile ? #coronavirus",Positive,Half grocery order obscure things listed stock guess brave crowds STOP BUYING FOOD us want food fits dietary constraints cant afford stockpile
2784,47736,nowhere and everywhere,14-03-2020,I went shopping to get random shit (ok I wanted snack food in case I have to self isolate) and i am not at all surprised to see LaCroix and those abominations Amy's frozen meals are all still in stock #COVID?19 #panicshopping #coronavirus,Negative,went shopping get random shit ok wanted snack food case self isolate surprised see LaCroix abominations Amys frozen meals still stock 19
2785,47737,deep space,14-03-2020,"Gov'ts should be bailing out those who cannot afford not to go to work right now and prioritising healthcare, food, water, energy supplies and comms, not pumping money into the stock market or worrying about the ""economy"". #coronavirus #COVID19",Negative,Govts bailing afford go work right prioritising healthcare food water energy supplies comms pumping money stock market worrying economy
2786,47738,"Nairobi, Kenya",14-03-2020,"@uhaul offers free 30day storage, @amazon combats sanitizer prices, @Pornhub offers free premium service. @Sproutfy offers free term to schools. Are you doing your part to help during this period or letting market forces work and increasing your prices? #",Extremely Positive,offers free 30day storage combats sanitizer prices offers free premium service offers free term schools part help period letting market forces work increasing prices
2787,47739,"Powys, Wales",14-03-2020,If the mid-#wales #population is wiped out by #coronavirus #COVID19 atleast the homes will be full of #cat #dog food. Mind you they're going to have to evolve extremely quickly to be able to open the sachets and cans! As soon as we can put stock on #supermarket shelves it goes,Neutral,mid wiped atleast homes full food Mind theyre going evolve extremely quickly able open sachets cans soon put stock shelves goes
2788,47740,,14-03-2020,"A friend asked how things were at the grocery store...I never go to a grocery store on a weekend period, never mind during a #coronavirus #pandemic or even an #apocalypse #thatswhack",Positive,friend asked things grocery storeI never go grocery store weekend period never mind even
2789,47741,,14-03-2020,"@SubtweetShawn3 What's different is that you can't catch heart disease walking through a grocery store. The flu is a well-known virus which we have a vaccine for and are still fighting. #Covid_19 has a higher mortality rate, is more contagious, and we don",Extremely Negative,Whats different cant catch heart disease walking grocery store flu wellknown virus vaccine still fighting higher mortality rate contagious
2790,47742,,14-03-2020,"Please remember, the flu is a larger threat here in the US than CoVid-19.. all this fear mongering and media hyped panic is making it worse. Im more concerned about the stores near me being out of food.",Extremely Negative,Please remember flu larger threat US CoVid19 fear mongering media hyped panic making worse Im concerned stores near food
2791,47743,London/Beijing,14-03-2020,"I was in Beijing in the height of it and yet, no supermarket queues, no grocery hoarding, no tension on public transport if you coughed or sneezed, landlord being advised by Beijing govt to give leeway to tenants that cant work. Im so proud of how Beijing handled #Covid_19",Negative,Beijing height yet supermarket queues grocery hoarding tension public transport coughed sneezed landlord advised Beijing govt give leeway tenants cant work Im proud Beijing handled
2792,47744,montreal,14-03-2020,COVID-19 panic buying hits grocery stores across Canada. #panicmode please stop rushing to the grocery store   https://t.co/wNQGdqaDG1,Negative,COVID19 panic buying hits grocery stores across Canada please stop rushing grocery store
2793,47745,,14-03-2020,"Journalist: ""Crude prices have reduced a lot. Will govt pass benefits to consumers by lowering excise duty?"" 

@nsitharaman

: Chaliye Vanakkam
#copied #SmackDown #Covid_19 #CoronaOutbreak https://t.co/cYM5e2b88t",Negative,Journalist Crude prices reduced lot govt pass benefits consumers lowering excise duty Chaliye Vanakkam
2794,47746,"California, USA",14-03-2020,@thomaskaine5 @CorlessHanson Im stress eating my food stock. Ill either die of #coronavirus or malnutrition.,Extremely Negative,Im stress eating food stock Ill either die malnutrition
2795,47747,Correct Time Zone,14-03-2020,"BEING NEIGHBORLY IN A TIME OF COVID-19 ? 
1) check on your older neighbors  
2) go shopping for those with kids, is immunocompromised, elderly, or is in quarantine  
3) simultaneously watch a movie, play online games, etc with others who may also be in q-tine  
Got other suggs?",Positive,NEIGHBORLY TIME COVID19 1 check older neighbors 2 go shopping kids immunocompromised elderly quarantine 3 simultaneously watch movie play online games etc others may also qtine Got suggs
2796,47748,,14-03-2020,"Can we start a list of restaurants that provide paid sick leave to their staff? 

This greatly assists staff to cope when they are ill and reduces the chance of sick staff coming to work and infecting restaurant customers.

Olive Garden
Longhorn Steakhouse
etc. 

#SafeRestaurants",Extremely Negative,start list restaurants provide paid sick leave staff greatly assists staff cope ill reduces chance sick staff coming work infecting restaurant customers Olive Garden Longhorn Steakhouse etc
2797,47749,,14-03-2020,"Fining people for being out of their homes w/out a good reason such as the grocery store or pharmacy. 
Outbreak tests Italy's limits a week after the lockdown began.
#COVID_19 #CoronaVirus 
https://t.co/Rx7CFuG0sb via @YouTube",Positive,Fining people homes wout good reason grocery store pharmacy Outbreak tests Italys limits week lockdown began via
2798,47750,,14-03-2020,me on the supermarket greeting people I know after city lockdown #Covid_19 https://t.co/e13JUgAh6G,Positive,supermarket greeting people know city lockdown
